Preamble	ID	age	Children	Ed_Years	Gender	Income	Age_if_Both	Age_if_Physically	Age_if_Mentally	Expected_Longevity	Health	Science_Interest	Religiosity	Life_Satisfaction	Self_Esteem	Optimism	Diseases
positive	73989986	59.5	0	4	Female	37500	85	85	85	65	-1	3	3	1	1	1	2
positive	73989938	39.5	1	6	Female	37500	120	85	85	94.5	2	4	4	2	2	1	1
positive	73989990	29.5	0	0	Male	12500	Unlimited	Unlimited	Unlimited	84.5	0	0	0	-2	-2	-2	0
positive	73989982	21	0	6	Male	12500	120	120	120	94.5	1	2	0	1	-1	1	1
positive	73989970	39.5	3	6	Female	62500	Unlimited	150	120	65	-1	1	3	1	2	1	2
positive	73989966	39.5	3	2	Female	62500	150	150	85	84.5	0	3	2	0	-1	1	0
positive	73990006	29.5	0	2	Male	12500	150	85	85	84.5	0	2	1	1	1	1	0
positive	73990010	59.5	0	0	Female	37500	85	85	85	84.5	0	3	1	0	-2	-1	1
positive	73990074	29.5	0	4	Female	150000	Unlimited	120	120	94.5	1	2	1	1	1	1	0
positive	73990050	29.5	2	2	Female	12500	Unlimited	Unlimited	Unlimited	74.5	0	4	3	0	-2	-1	2
positive	73990082	49.5	0	0	Female	37500	120	120	120	84.5	1	0	0	-1	1	-1	0
positive	73990070	49.5	2	2	Female	12500	85	85	85	84.5	-1	3	1	0	-1	1	2
positive	73990038	70	0	0	Female	12500	Unlimited	120	85	84.5	0	4	4	2	1	1	2
positive	73990034	59.5	0	4	Male	150000	85	85	85	84.5	1	3	3	1	1	2	0
positive	73990014	21	0	4	Female	12500	120	85	120	84.5	0	3	3	1	-1	1	0
positive	73990062	29.5	1	2	Female	37500	Unlimited	120	85	65	-1	2	0	-1	-1	-1	1
positive	73990102	59.5	1	2	Male	37500	150	150	85	74.5	0	1	1	-1	-1	1	0
positive	73989954	39.5	1	2	Male	12500	Unlimited	Unlimited	150	65	-1	4	0	0	-1	-1	1
positive	73990002	29.5	0	4	Female	37500	Unlimited	85	85	74.5	2	4	4	1	1	2	0
positive	73990022	49.5	0	0	Female	37500	120	85	85	74.5	0	3	3	1	1	1	2
positive	73990150	29.5	2	6	Female	150000	Unlimited	150	150	94.5	0	4	1	-2	1	-2	1
positive	73990130	59.5	1	2	Female	37500	Unlimited	85	Unlimited	180	0	3	4	1	1	2	0
positive	73990078	29.5	0	2	Female	12500	85	85	85	84.5	-1	0	3	-1	-1	-1	0
positive	73990094	59.5	0	2	Female	37500	Unlimited	85	150	84.5	1	4	2	2	1	2	0
positive	73990046	59.5	0	2	Female	62500	120	120	120	109.5	2	3	0	2	1	2	0
positive	73990146	70	0	0	Female	12500	85	85	85	74.5	0	1	2	0	-1	1	2
positive	73990110	49.5	0	0	Female	12500	Unlimited	120	85	84.5	1	2	3	0	1	1	0
positive	73990054	49.5	0	2	Female	37500	85	85	85	84.5	0	2	4	1	1	2	1
positive	73990170	49.5	0	6	Female	37500	150	85	120	84.5	-1	2	2	1	-2	1	1
positive	73990158	21	0	2	Male	12500	85	85	85	84.5	0	3	4	1	1	2	0
positive	73990090	49.5	1	2	Female	37500	120	120	120	134.5	0	0	4	1	1	2	0
positive	73990126	39.5	3	2	Female	37500	120	85	85	74.5	1	2	4	2	2	2	3
positive	73990114	49.5	0	2	Female	62500	Unlimited	Unlimited	Unlimited	65	-1	3	2	-1	-1	-1	1
positive	73990202	70	0	4	Male	62500	Unlimited	Unlimited	Unlimited	84.5	1	1	3	1	1	2	0
positive	73990242	21	0	0	Female	62500	85	85	85	74.5	-1	1	4	0	1	-1	1
positive	73990218	49.5	0	2	Female	12500	Unlimited	120	120	94.5	1	4	0	0	1	1	0
positive	73990134	59.5	1	2	Female	62500	Unlimited	85	85	84.5	0	2	1	0	1	-1	0
positive	73990182	29.5	3	4	Female	62500	120	150	85	74.5	1	4	1	1	-1	2	1
positive	73990162	39.5	1	0	Male	12500	Unlimited	Unlimited	Unlimited	65	0	4	0	0	1	1	1
positive	73990174	39.5	3	2	Female	37500	120	120	120	84.5	1	4	4	1	1	1	1
positive	73990186	39.5	3	4	Female	87500	Unlimited	Unlimited	Unlimited	109.5	0	3	1	-1	1	-1	0
positive	73990194	21	0	2	Male	12500	Unlimited	Unlimited	120	94.5	2	4	2	0	1	2	0
positive	73990258	59.5	0	0	Female	37500	120	85	85	84.5	0	2	2	0	-1	1	0
positive	73990214	29.5	0	0	Female	62500	Unlimited	Unlimited	Unlimited	180	2	3	0	1	2	2	1
positive	73990298	49.5	0	4	Male	62500	Unlimited	120	120	84.5	1	4	2	0	-1	-1	0
positive	73990234	29.5	0	2	Male	12500	120	85	85	74.5	1	4	3	1	1	2	0
positive	73990238	70	1	6	Female	87500	85	85	85	84.5	1	3	4	1	1	2	0
positive	73990318	39.5	0	0	Female	62500	85	85	85	74.5	0	1	0	1	1	1	0
positive	73990314	59.5	1	4	Male	62500	Unlimited	Unlimited	Unlimited	180	0	4	4	2	-1	1	3
positive	73989974	29.5	3	0	Female	37500	150	120	85	94.5	1	3	1	1	1	1	1
positive	73990286	29.5	0	0	Female	62500	120	120	150	94.5	0	1	2	0	1	1	1
positive	73990334	49.5	2	2	Female	62500	Unlimited	120	120	74.5	0	4	4	1	-1	1	0
positive	73990274	39.5	2	0	Male	12500	85	85	Unlimited	65	0	0	3	0	-2	-1	2
positive	73990290	39.5	3	2	Female	37500	120	85	85	94.5	0	1	4	1	-1	1	0
positive	73990266	29.5	3	2	Female	150000	85	85	85	84.5	1	2	2	2	1	2	1
positive	73990282	21	0	4	Male	12500	Unlimited	120	150	84.5	0	3	4	0	-1	1	1
positive	73990294	21	2	2	Female	37500	Unlimited	120	85	84.5	1	1	3	1	-1	2	3
positive	73990306	49.5	0	4	Female	37500	Unlimited	150	120	84.5	1	4	4	1	1	1	0
positive	73990346	49.5	0	4	Female	37500	Unlimited	Unlimited	Unlimited	94.5	0	2	2	1	1	1	0
positive	73990406	59.5	0	4	Female	37500	85	85	85	84.5	0	3	1	1	1	1	0
positive	73990382	49.5	1	8	Female	37500	Unlimited	150	150	74.5	0	2	2	2	1	1	1
positive	73990338	39.5	1	2	Male	37500	150	85	85	65	-1	0	0	-2	-2	-2	0
positive	73990414	39.5	1	2	Female	37500	Unlimited	Unlimited	Unlimited	84.5	0	3	3	1	1	2	1
positive	73990342	39.5	1	0	Female	37500	120	85	85	84.5	1	3	0	1	1	1	0
positive	73990446	70	0	0	Female	87500	Unlimited	Unlimited	Unlimited	180	0	1	2	0	1	2	0
positive	73990438	49.5	0	2	Female	37500	85	85	85	74.5	-1	3	3	0	1	2	3
positive	73990410	49.5	0	4	Female	12500	120	85	85	94.5	1	2	3	-1	1	1	4
positive	73990358	49.5	1	0	Female	12500	120	85	85	65	-1	3	0	-1	-2	-2	1
positive	73990442	21	0	2	Male	12500	150	120	85	84.5	1	3	0	1	-1	2	1
positive	73990386	29.5	3	2	Female	12500	120	85	85	65	0	1	1	0	1	1	1
positive	73990390	21	1	2	Female	12500	120	120	85	74.5	-1	3	0	0	-2	1	2
positive	73990474	29.5	1	2	Female	12500	Unlimited	120	120	84.5	-1	2	4	1	-1	1	1
positive	73990450	29.5	2	0	Female	62500	85	85	85	65	-1	3	3	0	-2	-1	2
positive	73990394	29.5	0	0	Female	12500	Unlimited	85	85	65	0	3	0	-2	-2	1	0
positive	73990374	29.5	2	4	Female	87500	Unlimited	85	85	84.5	2	3	3	1	-1	1	0
positive	73990426	29.5	1	2	Female	62500	120	85	85	84.5	0	2	1	1	1	1	0
positive	73990362	29.5	2	0	Female	12500	85	85	Unlimited	65	0	0	3	0	-2	-1	2
positive	73990434	29.5	0	4	Male	37500	Unlimited	Unlimited	120	84.5	0	3	1	0	1	1	0
positive	73990462	29.5	2	2	Female	37500	120	Unlimited	Unlimited	94.5	1	4	4	2	2	2	0
positive	73990510	29.5	3	2	Female	150000	85	85	85	84.5	1	2	2	2	1	2	1
positive	73990554	29.5	0	0	Male	12500	150	150	120	84.5	0	4	0	0	-1	1	0
positive	73990542	29.5	0	2	Female	12500	120	85	85	84.5	0	2	0	1	-1	1	2
positive	73990454	59.5	0	2	Male	12500	150	150	Unlimited	180	1	3	0	1	1	1	0
positive	73990530	39.5	0	8	Male	87500	Unlimited	Unlimited	Unlimited	180	-1	3	2	0	1	1	0
positive	73990558	29.5	0	4	Female	37500	120	85	85	109.5	2	2	4	1	-1	1	1
positive	73990478	49.5	1	0	Female	12500	Unlimited	85	85	74.5	-1	2	3	-1	-2	-1	0
positive	73990546	29.5	2	4	Female	37500	85	85	85	94.5	0	3	4	1	1	1	0
positive	73990470	59.5	0	0	Female	12500	120	85	85	109.5	2	2	3	2	1	2	0
positive	73990506	39.5	2	2	Female	12500	120	120	120	94.5	0	1	3	0	1	2	0
positive	73990590	59.5	3	0	Male	37500	85	85	85	65	-1	3	3	1	1	1	1
positive	73990578	21	0	0	Male	12500	Unlimited	120	120	109.5	0	2	3	2	2	2	0
positive	73990494	21	0	2	Male	12500	Unlimited	Unlimited	120	84.5	0	3	1	0	1	2	0
positive	73990486	59.5	0	2	Female	37500	150	85	85	94.5	0	3	1	1	-1	-1	0
positive	73990638	70	0	0	Male	12500	Unlimited	150	150	109.5	0	2	0	2	-1	-2	1
positive	73990630	21	1	2	Female	37500	85	85	85	84.5	1	3	4	1	1	1	0
positive	73989738	29.5	2	2	Female	37500	Unlimited	Unlimited	Unlimited	94.5	0	4	2	1	2	1	1
positive	73990574	59.5	0	0	Female	12500	Unlimited	Unlimited	Unlimited	84.5	1	1	2	1	1	1	0
positive	73990566	49.5	0	4	Male	87500	Unlimited	85	Unlimited	109.5	1	4	4	2	2	2	2
positive	73990502	29.5	1	2	Female	62500	120	85	85	84.5	1	3	4	1	-1	1	0
positive	73990634	29.5	1	2	Female	62500	Unlimited	Unlimited	120	84.5	2	2	0	1	1	1	0
positive	73990658	39.5	4	2	Female	37500	120	120	120	134.5	1	3	3	0	1	1	0
positive	73990686	59.5	0	4	Female	37500	150	85	85	84.5	2	4	0	2	2	1	0
positive	73990678	39.5	0	0	Female	62500	Unlimited	85	Unlimited	65	-1	0	2	0	-1	1	3
positive	73990674	49.5	3	2	Female	62500	120	120	120	74.5	0	2	2	0	1	1	0
positive	73990646	29.5	0	6	Female	87500	Unlimited	Unlimited	Unlimited	109.5	2	4	4	2	2	2	0
positive	73990550	49.5	0	0	Female	12500	Unlimited	Unlimited	Unlimited	65	-1	2	1	-1	-2	-1	2
positive	73990670	29.5	2	2	Male	62500	120	85	120	74.5	0	3	2	1	1	1	0
positive	73990622	49.5	2	2	Female	37500	Unlimited	120	120	74.5	0	2	2	1	-1	-1	1
positive	73990662	29.5	2	0	Female	37500	Unlimited	Unlimited	85	180	0	2	4	1	-1	1	0
positive	73990650	21	1	0	Female	37500	Unlimited	85	150	84.5	1	3	3	1	1	1	0
positive	73990742	59.5	0	0	Female	62500	85	85	85	65	-1	0	0	-2	-2	-2	0
positive	73990730	21	0	2	Male	87500	120	120	120	109.5	1	4	4	0	1	1	0
positive	73990698	29.5	0	8	Female	350000	150	120	120	84.5	0	3	1	-1	-1	-1	1
positive	73990766	29.5	0	4	Male	37500	Unlimited	85	85	109.5	2	3	4	1	1	2	0
positive	73990806	29.5	0	4	Male	62500	Unlimited	85	85	84.5	0	2	2	0	2	1	0
positive	73990746	39.5	3	2	Female	12500	Unlimited	Unlimited	Unlimited	180	0	2	2	0	-1	-1	1
positive	73990710	59.5	0	2	Female	12500	120	85	85	74.5	-1	1	4	-1	-1	1	2
positive	73990810	21	1	2	Female	37500	85	85	85	65	-1	4	0	-2	-2	-2	1
positive	73990838	49.5	0	4	Male	62500	Unlimited	120	120	94.5	0	2	2	0	1	1	0
positive	73990758	21	0	2	Female	12500	85	85	85	65	0	4	0	0	-1	1	2
positive	73990858	70	0	2	Female	12500	Unlimited	85	85	94.5	1	3	4	1	-1	1	1
positive	73990782	21	1	2	Female	87500	85	85	85	74.5	2	2	3	1	1	2	0
positive	73990734	21	0	2	Female	12500	Unlimited	120	120	134.5	0	3	1	1	1	1	0
positive	73990774	29.5	4	2	Female	62500	120	85	85	84.5	0	2	4	2	1	1	2
positive	73990822	39.5	2	8	Female	87500	120	120	120	109.5	1	2	3	1	1	1	0
positive	73990778	21	0	2	Male	12500	120	85	85	84.5	0	3	3	0	1	1	0
positive	73990702	21	0	4	Female	150000	120	85	85	84.5	0	2	0	1	-1	-1	0
positive	73990870	29.5	2	2	Male	37500	150	150	120	109.5	-1	1	2	0	1	1	1
positive	73990802	21	0	4	Female	12500	150	85	150	84.5	0	2	0	0	-2	-1	1
positive	73990862	29.5	0	2	Female	12500	Unlimited	Unlimited	Unlimited	74.5	-1	2	2	0	-1	-1	1
positive	73990798	29.5	0	2	Male	12500	85	85	85	74.5	0	4	0	0	-1	1	2
